Symbol,Type,Price~,Latest,"Exp Date",DTE,Strike,Moneyness,Bid,Ask,Mid,Volume,"Open Int",IV,"IV Rank","IV Pctl",Delta,Gamma,Theta,Vega,Rho,"ITM Prob","OTM Prob","Profit Prob","BE (Bid)","BE (Ask)","BE (Mid)"
PBI,Put,15.26,8.5,2026-06-18,45,24.00,+57.27%,8.5,10,9.25,0,1,118.67%,41.87%,65%,-0.809678,0.042827,-0.018113,0.014435,-0.01833,86.14%,13.86%,41.81%,15.5,14,14.75
PBI,Put,15.26,0,2026-06-18,45,6.00,-60.68%,0,0.75,0.38,0,0,218.34%,41.87%,65%,-0.054337,0.009414,-0.014255,0.005901,-0.00136,11.17%,88.83%,8.20%,6,5.25,5.62
PBI,Put,15.26,0,2026-06-18,45,25.00,+63.83%,9.5,10.9,10.2,0,0,121.77%,41.87%,65%,-0.827,0.039372,-0.017437,0.013576,-0.01842,87.59%,12.41%,42.66%,15.5,14.1,14.8
PBI,Put,15.26,0,2026-06-18,45,5.00,-67.23%,0,0.75,0.38,0,0,255.97%,41.87%,65%,-0.045154,0.006927,-0.014422,0.005091,-0.0012,10.72%,89.28%,7.75%,5,4.25,4.62
PBI,Put,15.26,0,2026-06-18,45,26.00,+70.38%,10.5,12,11.25,0,0,131.69%,41.87%,65%,-0.821754,0.049148,-0.019249,0.013843,-0.019295,87.54%,12.46%,42.61%,15.5,14,14.75
PBI,Put,15.26,0,2026-06-18,45,4.00,-73.79%,0,0.75,0.38,0,0,303.51%,41.87%,65%,-0.036576,0.004924,-0.014418,0.004291,-0.00105,10.45%,89.55%,7.34%,4,3.25,3.62
PBI,Put,15.26,0,2026-06-18,45,27.00,+76.93%,11.5,12.9,12.2,0,0,133.92%,41.87%,65%,-0.836654,0.034513,-0.018424,0.013076,-0.019665,88.75%,11.25%,43.32%,15.5,14.1,14.8
PBI,Put,15.26,0,2026-06-18,45,28.00,+83.49%,12.5,13.8,13.15,0,0,135.57%,41.87%,65%,-0.850811,0.032137,-0.017459,0.01231,-0.020306,89.89%,10.11%,43.99%,15.5,14.2,14.85
PBI,Put,15.26,0,2026-06-18,45,29.00,+90.04%,13.5,14.9,14.2,0,0,144.88%,41.87%,65%,-0.843917,0.030981,-0.019284,0.012689,-0.021024,89.65%,10.35%,43.82%,15.5,14.1,14.8
PBI,Put,15.26,1.05,2026-07-17,74,15.00,-1.70%,0.9,1.05,0.98,50,287,44.13%,41.87%,65%,-0.420623,0.12899,-0.007696,0.026779,-0.013043,46.55%,53.45%,32.57%,14.1,13.95,14.02
PBI,Put,15.26,1.6,2026-07-17,74,16.00,+4.85%,1.45,1.6,1.53,14,129,43.66%,41.87%,65%,-0.551378,0.132067,-0.007602,0.027048,-0.016648,59.52%,40.48%,38.40%,14.55,14.4,14.47
PBI,Put,15.26,0.65,2026-07-17,74,14.00,-8.26%,0.55,0.65,0.6,19,36,45.42%,41.87%,65%,-0.295261,0.110611,-0.00706,0.023662,-0.009249,33.67%,66.33%,25.66%,13.45,13.35,13.4
PBI,Put,15.26,0,2026-07-17,74,17.00,+11.40%,0.95,3.6,2.28,0,0,43.35%,41.87%,65%,-0.671553,0.121733,-0.006764,0.02465,-0.019637,70.99%,29.01%,25.27%,16.05,13.4,14.72
PBI,Put,15.26,0.35,2026-07-17,74,13.00,-14.81%,0.3,0.45,0.38,0,283,47.00%,41.87%,65%,-0.190151,0.084048,-0.005785,0.018625,-0.00601,22.44%,77.56%,17.78%,12.7,12.55,12.62
PBI,Put,15.26,0,2026-07-17,74,18.00,+17.96%,1.6,4.3,2.95,0,0,37.86%,41.87%,65%,-0.810765,0.105054,-0.004203,0.018323,-0.020672,83.37%,16.63%,26.35%,16.4,13.7,15.05
PBI,Put,15.26,0.2,2026-07-17,74,12.00,-21.36%,0.15,0.35,0.25,0,155,52.46%,41.87%,65%,-0.12541,0.057211,-0.004933,0.014159,-0.004018,15.45%,84.55%,12.66%,11.85,11.65,11.75
PBI,Put,15.26,0,2026-07-17,74,19.00,+24.51%,2.55,5.2,3.88,0,0,40.74%,41.87%,65%,-0.866709,0.077962,-0.003485,0.014476,-0.020614,88.40%,11.60%,29.18%,16.45,13.8,15.12
PBI,Put,15.26,0.58,2026-07-17,74,11.00,-27.92%,0.1,0.75,0.43,0,138,78.42%,41.87%,65%,-0.132847,0.03983,-0.007702,0.014736,-0.004531,17.69%,82.31%,12.99%,10.9,10.25,10.57
PBI,Put,15.26,0,2026-07-17,74,20.00,+31.06%,3.9,5.9,4.9,0,0,49.14%,41.87%,65%,-0.868618,0.063894,-0.004204,0.014335,-0.021806,88.92%,11.08%,36.04%,16.1,14.1,15.1
PBI,Put,15.26,0.1,2026-07-17,74,10.00,-34.47%,0,0.35,0.18,0,185,71.96%,41.87%,65%,-0.069924,0.027118,-0.004426,0.00921,-0.002326,9.60%,90.40%,7.86%,10,9.65,9.82
PBI,Put,15.26,0,2026-07-17,74,21.00,+37.61%,4.7,6.9,5.8,0,0,46.50%,41.87%,65%,-0.929076,0.04333,-0.002348,0.00894,-0.017808,93.64%,6.36%,35.29%,16.3,14.1,15.2
PBI,Put,15.26,0.27,2026-07-17,74,9.00,-41.02%,0,0.75,0.38,0,109,106.79%,41.87%,65%,-0.089165,0.021964,-0.007908,0.01107,-0.003224,13.61%,86.39%,10.04%,9,8.25,8.62
PBI,Put,15.26,0.1,2026-07-17,74,8.00,-47.58%,0,0.75,0.38,0,490,125.22%,41.87%,65%,-0.075805,0.016576,-0.008217,0.009797,-0.002846,12.60%,87.40%,9.34%,8,7.25,7.62
PBI,Put,15.26,0,2026-07-17,74,23.00,+50.72%,6.6,8.9,7.75,0,0,48.21%,41.87%,65%,-0.976093,0.017231,-0.000866,0.003494,-0.010008,97.06%,2.94%,35.79%,16.4,14.1,15.25
PBI,Put,15.26,0.14,2026-07-17,74,7.00,-54.13%,0,0.75,0.38,0,10,146.14%,41.87%,65%,-0.064349,0.012521,-0.008462,0.008637,-0.00252,11.81%,88.19%,8.75%,7,6.25,6.62
PBI,Put,15.26,0,2026-07-17,74,24.00,+57.27%,7.8,9.7,8.75,0,0,52.52%,41.87%,65%,-0.976902,0.015373,-0.000915,0.003393,-0.010356,97.22%,2.78%,39.18%,16.2,14.3,15.25
PBI,Put,15.26,0,2026-07-17,74,6.00,-60.68%,0,0.4,0.2,0,5,144.36%,41.87%,65%,-0.038625,0.008438,-0.005572,0.005751,-0.001478,7.55%,92.45%,6.15%,6,5.6,5.8
PBI,Put,15.26,0,2026-07-17,74,25.00,+63.83%,8.8,10.7,9.75,0,0,56.63%,41.87%,65%,-0.977542,0.013926,-0.000962,0.003313,-0.010672,97.36%,2.64%,39.94%,16.2,14.3,15.25
PBI,Put,15.26,0,2026-07-17,74,5.00,-67.23%,0,0.75,0.38,0,0,199.86%,41.87%,65%,-0.045077,0.006908,-0.008745,0.006517,-0.00197,10.75%,89.25%,7.77%,5,4.25,4.62
PBI,Put,15.26,0,2026-07-17,74,4.00,-73.79%,0,0.75,0.38,0,0,236.95%,41.87%,65%,-0.036515,0.004911,-0.008743,0.005493,-0.001724,10.47%,89.53%,7.36%,4,3.25,3.62
PBI,Put,15.26,0,2026-07-17,74,3.00,-80.34%,0,0.75,0.38,0,0,287.37%,41.87%,65%,-0.028207,0.003273,-0.008572,0.004439,-0.001484,10.44%,89.56%,6.95%,3,2.25,2.62
PBI,Put,15.26,0,2026-07-17,74,2.00,-86.89%,0,0.75,0.38,0,0,365.52%,41.87%,65%,-0.019661,0.001899,-0.008051,0.003277,-0.001234,10.85%,89.15%,6.42%,2,1.25,1.62
PBI,Put,15.26,0,2026-07-17,74,1.00,-93.45%,0,0.75,0.38,0,0,533.54%,41.87%,65%,-0.009692,0.000707,-0.006385,0.001781,-0.000934,12.83%,87.17%,4.35%,1,0.25,0.62
PBI,Put,15.26,0,2026-08-21,109,15.00,-1.70%,0.75,3.2,1.98,0,0,65.30%,41.87%,65%,-0.405002,0.071143,-0.00928,0.032173,-0.020744,48.08%,51.92%,23.56%,14.25,11.8,13.02
PBI,Put,15.26,0,2026-08-21,109,16.00,+4.85%,1.25,3.6,2.43,0,0,61.38%,41.87%,65%,-0.483917,0.077893,-0.008887,0.033045,-0.024116,55.61%,44.39%,26.81%,14.75,12.4,13.57
PBI,Put,15.26,0,2026-08-21,109,14.00,-8.26%,0,1.7,0.85,0,0,44.57%,41.87%,65%,-0.31063,0.094998,-0.005773,0.029341,-0.01461,36.17%,63.83%,18.80%,14,12.3,13.15
PBI,Put,15.26,0,2026-08-21,109,17.00,+11.40%,0.85,3.9,2.38,0,0,39.55%,41.87%,65%,-0.646595,0.168146,-0.005115,0.030684,-0.027768,69.13%,30.87%,24.01%,16.15,13.1,14.62
PBI,Put,15.26,0,2026-08-21,109,13.00,-14.81%,0,1.4,0.7,0,0,52.33%,41.87%,65%,-0.23578,0.07052,-0.005965,0.025601,-0.011412,28.76%,71.24%,16.88%,13,11.6,12.3
PBI,Put,15.26,0,2026-08-21,109,18.00,+17.96%,1.6,4.5,3.05,0,0,36.14%,41.87%,65%,-0.767135,0.102414,-0.003666,0.025064,-0.02996,79.84%,20.16%,26.75%,16.4,13.5,14.95
PBI,Put,15.26,0,2026-08-21,109,12.00,-21.36%,0,2.55,1.28,0,0,89.23%,41.87%,65%,-0.227263,0.040501,-0.010043,0.025084,-0.012544,31.10%,68.90%,16.28%,12,9.45,10.72
PBI,Put,15.26,0,2026-08-21,109,19.00,+24.51%,2.4,5.4,3.9,0,0,35.91%,41.87%,65%,-0.848784,0.079639,-0.002645,0.018995,-0.028928,86.80%,13.20%,27.86%,16.6,13.6,15.1
PBI,Put,15.26,0,2026-08-21,109,11.00,-27.92%,0,2.4,1.2,0,0,102.19%,41.87%,65%,-0.190624,0.03188,-0.010403,0.022622,-0.010935,27.89%,72.11%,15.22%,11,8.6,9.8
PBI,Put,15.26,0,2026-08-21,109,20.00,+31.06%,3.2,6.3,4.75,0,0,29.37%,41.87%,65%,-0.965242,0.032061,-0.000545,0.00573,-0.013541,95.40%,4.60%,25.08%,16.8,13.7,15.25
PBI,Put,15.26,0,2026-08-21,109,10.00,-34.47%,0,2.35,1.18,0,0,118.17%,41.87%,65%,-0.161936,0.024863,-0.010877,0.020406,-0.009714,25.64%,74.36%,14.25%,10,7.65,8.82
PBI,Put,15.26,0,2026-08-21,109,21.00,+37.61%,4.2,7.9,6.05,0,0,54.66%,41.87%,65%,-0.822396,0.057699,-0.004691,0.021203,-0.033735,85.74%,14.26%,30.47%,16.8,13.1,14.95
PBI,Put,15.26,0,2026-08-21,109,9.00,-41.02%,0,2.25,1.13,0,0,134.26%,41.87%,65%,-0.136789,0.019552,-0.011062,0.018234,-0.008567,23.59%,76.41%,13.31%,9,6.75,7.87
PBI,Put,15.26,0,2026-08-21,109,22.00,+44.17%,5.3,8.7,7,0,0,57.34%,41.87%,65%,-0.845577,0.050315,-0.004416,0.019326,-0.035025,87.85%,12.15%,33.04%,16.7,13.3,15
PBI,Put,15.26,0,2026-08-21,109,8.00,-47.58%,0,2.2,1.1,0,0,153.57%,41.87%,65%,-0.115696,0.01521,-0.011276,0.016228,-0.007668,22.08%,77.92%,12.45%,8,5.8,6.9
PBI,Put,15.26,0,2026-08-21,109,23.00,+50.72%,5.9,9.8,7.85,0,0,52.75%,41.87%,65%,-0.907713,0.038346,-0.002634,0.013174,-0.029002,92.27%,7.73%,30.75%,17.1,13.2,15.15
PBI,Put,15.26,0,2026-08-21,109,7.00,-54.13%,0,2.2,1.1,0,0,177.38%,41.87%,65%,-0.097563,0.011644,-0.01153,0.01435,-0.006918,21.07%,78.93%,11.64%,7,4.8,5.9
PBI,Put,15.26,0,2026-08-21,109,24.00,+57.27%,6.9,10.8,8.85,0,0,56.92%,41.87%,65%,-0.911317,0.034519,-0.002748,0.012782,-0.030024,92.73%,7.27%,32.05%,17.1,13.2,15.15
PBI,Put,15.26,0,2026-08-21,109,6.00,-60.68%,0,2.15,1.08,0,0,203.66%,41.87%,65%,-0.080532,0.008792,-0.011488,0.012442,-0.006146,20.08%,79.92%,10.80%,6,3.85,4.92
PBI,Put,15.26,0,2026-08-21,109,25.00,+63.83%,7.9,11.7,9.8,0,0,56.32%,41.87%,65%,-0.937834,0.026674,-0.001956,0.009576,-0.026035,94.56%,5.44%,32.76%,17.1,13.3,15.2
PBI,Put,15.26,0,2026-08-21,109,5.00,-67.23%,0,2.15,1.08,0,0,238.33%,41.87%,65%,-0.065065,0.006381,-0.011426,0.010568,-0.005503,19.58%,80.42%,9.88%,5,2.85,3.92
PBI,Put,15.26,1.35,2026-10-16,165,15.00,-1.70%,1.4,1.6,1.5,0,52,41.56%,41.87%,65%,-0.410974,0.091288,-0.004675,0.039618,-0.029346,47.55%,52.45%,32.09%,13.6,13.4,13.5
PBI,Put,15.26,1.83,2026-10-16,165,16.00,+4.85%,1.65,2.15,1.9,0,20,37.51%,41.87%,65%,-0.515083,0.103844,-0.004225,0.040493,-0.035283,57.45%,42.55%,35.03%,14.35,13.85,14.1
PBI,Put,15.26,1.05,2026-10-16,165,14.00,-8.26%,0.95,1.2,1.08,0,15,42.78%,41.87%,65%,-0.320019,0.081446,-0.004485,0.036489,-0.023259,38.22%,61.78%,27.06%,13.05,12.8,12.92
PBI,Put,15.26,2.55,2026-10-16,165,17.00,+11.40%,2.05,2.9,2.47,0,0,35.42%,41.87%,65%,-0.623214,0.105075,-0.003685,0.0384,-0.040245,67.49%,32.51%,37.00%,14.95,14.1,14.53
PBI,Put,15.26,1.1,2026-10-16,165,13.00,-14.81%,0.7,0.9,0.8,0,6,46.00%,41.87%,65%,-0.243214,0.066296,-0.004269,0.031987,-0.017979,30.22%,69.78%,22.66%,12.3,12.1,12.2
PBI,Put,15.26,0,2026-10-16,165,18.00,+17.96%,2.7,3.9,3.3,0,0,37.71%,41.87%,65%,-0.69477,0.091274,-0.003537,0.035294,-0.044321,74.26%,25.74%,37.76%,15.3,14.1,14.7
PBI,Put,15.26,0.61,2026-10-16,165,12.00,-21.36%,0.45,0.65,0.55,0,51,47.98%,41.87%,65%,-0.176531,0.052601,-0.003716,0.026502,-0.01314,22.82%,77.18%,17.94%,11.55,11.35,11.45
PBI,Put,15.26,0,2026-10-16,165,19.00,+24.51%,3.5,4.7,4.1,0,0,37.57%,41.87%,65%,-0.769851,0.079844,-0.002939,0.030355,-0.04527,80.73%,19.27%,39.85%,15.5,14.3,14.9
PBI,Put,15.26,0.45,2026-10-16,165,11.00,-27.92%,0.3,0.5,0.4,0,2,51.80%,41.87%,65%,-0.128178,0.03937,-0.003263,0.021432,-0.009661,17.37%,82.63%,14.16%,10.7,10.5,10.6
PBI,Put,15.26,4.8,2026-10-16,165,20.00,+31.06%,4.4,5.4,4.9,0,10,35.04%,41.87%,65%,-0.854068,0.065064,-0.001903,0.022499,-0.042155,87.45%,12.55%,42.56%,15.6,14.6,15.1
PBI,Put,15.26,0.47,2026-10-16,165,10.00,-34.47%,0.2,0.45,0.33,0,2,58.07%,41.87%,65%,-0.097333,0.028845,-0.00302,0.01761,-0.007466,13.95%,86.05%,11.50%,9.8,9.55,9.67
PBI,Put,15.26,0,2026-10-16,165,21.00,+37.61%,5.3,7,6.15,0,0,49.32%,41.87%,65%,-0.787524,0.058035,-0.003702,0.028961,-0.050484,83.22%,16.78%,39.75%,15.7,14,14.85
PBI,Put,15.26,0,2026-10-16,165,9.00,-41.02%,0.1,0.55,0.33,0,19,68.84%,41.87%,65%,-0.082402,0.0215,-0.003174,0.015562,-0.006532,12.70%,87.30%,10.08%,8.9,8.45,8.67
PBI,Put,15.26,0,2026-10-16,165,22.00,+44.17%,6.3,8.2,7.25,0,0,57.26%,41.87%,65%,-0.776342,0.051422,-0.004496,0.029854,-0.052869,82.90%,17.10%,39.70%,15.7,13.8,14.75
PBI,Put,15.26,0.15,2026-10-16,165,8.00,-47.58%,0,0.75,0.38,0,27,84.32%,41.87%,65%,-0.075338,0.016398,-0.003643,0.014542,-0.006298,12.73%,87.27%,9.46%,8,7.25,7.62
PBI,Put,15.26,0,2026-10-16,165,23.00,+50.72%,6.9,9.1,8,0,0,52.07%,41.87%,65%,-0.846983,0.044957,-0.003044,0.023245,-0.048328,87.94%,12.06%,39.49%,16.1,13.9,15
PBI,Put,15.26,0.37,2026-10-16,165,7.00,-54.13%,0,0.75,0.38,0,12,98.35%,41.87%,65%,-0.063975,0.012396,-0.003755,0.012824,-0.005584,11.93%,88.07%,8.85%,7,6.25,6.62
PBI,Put,15.26,0,2026-10-16,165,24.00,+57.27%,7.9,10.1,9,0,0,55.84%,41.87%,65%,-0.852296,0.040963,-0.003174,0.02269,-0.050229,88.61%,11.39%,40.18%,16.1,13.9,15
PBI,Put,15.26,0,2026-10-16,165,6.00,-60.68%,0,0.75,0.38,0,0,114.69%,41.87%,65%,-0.053942,0.009298,-0.003837,0.011219,-0.004948,11.30%,88.70%,8.32%,6,5.25,5.62
PBI,Put,15.26,0,2026-10-16,165,25.00,+63.83%,9.1,11.1,10.1,0,0,63.67%,41.87%,65%,-0.832605,0.038914,-0.004037,0.024715,-0.053415,87.56%,12.44%,41.37%,15.9,13.9,14.9
PBI,Put,15.26,0,2026-10-16,165,5.00,-67.23%,0,0.75,0.38,0,5,134.38%,41.87%,65%,-0.044837,0.006847,-0.003885,0.00968,-0.004368,10.84%,89.16%,7.86%,5,4.25,4.62
PBI,Put,15.26,0,2026-10-16,165,26.00,+70.38%,9.8,12,10.9,0,0,57.75%,41.87%,65%,-0.892313,0.031897,-0.002497,0.017916,-0.046749,91.50%,8.50%,41.22%,16.2,14,15.1
PBI,Put,15.26,0,2026-10-16,165,4.00,-73.79%,0,0.75,0.38,0,5,159.27%,41.87%,65%,-0.036323,0.004869,-0.003886,0.00816,-0.003823,10.56%,89.44%,7.43%,4,3.25,3.62
PBI,Put,15.26,0,2026-10-16,165,27.00,+76.93%,10.6,13,11.8,0,0,54.07%,41.87%,65%,-0.934684,0.023454,-0.00145,0.011949,-0.03702,94.17%,5.83%,40.63%,16.4,14,15.2
PBI,Put,15.26,0,2026-10-16,165,3.00,-80.34%,0,0.75,0.38,0,0,193.11%,41.87%,65%,-0.028056,0.003245,-0.003811,0.006594,-0.003291,10.51%,89.49%,7.02%,3,2.25,2.62
PBI,Put,15.26,0,2026-10-16,165,2.00,-86.89%,0,0.75,0.38,0,0,245.60%,41.87%,65%,-0.019546,0.001883,-0.003578,0.004866,-0.002737,10.92%,89.08%,6.49%,2,1.25,1.62
PBI,Put,15.26,0,2026-11-20,200,15.00,-1.70%,1.55,2,1.78,0,0,44.35%,41.87%,65%,-0.404174,0.077346,-0.004473,0.043388,-0.036259,47.91%,52.09%,31.27%,13.45,13,13.22
PBI,Put,15.26,0,2026-11-20,200,16.00,+4.85%,2.05,2.7,2.38,0,0,45.06%,41.87%,65%,-0.480534,0.078419,-0.00461,0.044522,-0.042546,55.64%,44.36%,34.01%,13.95,13.3,13.62
PBI,Put,15.26,0,2026-11-20,200,14.00,-8.26%,1.15,1.5,1.33,0,0,45.30%,41.87%,65%,-0.326072,0.070413,-0.004309,0.04043,-0.029385,39.86%,60.14%,27.60%,12.85,12.5,12.67
PBI,Put,15.26,0,2026-11-20,200,17.00,+11.40%,2.3,3.5,2.9,0,0,42.41%,41.87%,65%,-0.565304,0.082452,-0.004186,0.043834,-0.048219,63.46%,36.54%,34.81%,14.7,13.5,14.1
PBI,Put,15.26,0,2026-11-20,200,13.00,-14.81%,0.8,1.15,0.98,0,0,46.91%,41.87%,65%,-0.254203,0.060441,-0.004011,0.036018,-0.023345,32.22%,67.78%,23.32%,12.2,11.85,12.02
PBI,Put,15.26,0,2026-11-20,200,18.00,+17.96%,2.9,4.1,3.5,0,0,39.74%,41.87%,65%,-0.654068,0.082761,-0.003553,0.040864,-0.052637,71.27%,28.73%,37.55%,15.1,13.9,14.5
PBI,Put,15.26,0,2026-11-20,200,12.00,-21.36%,0.6,0.9,0.75,0,0,50.40%,41.87%,65%,-0.196178,0.048563,-0.003754,0.031116,-0.01817,25.97%,74.03%,19.68%,11.4,11.1,11.25
PBI,Put,15.26,0,2026-11-20,200,19.00,+24.51%,3.7,4.9,4.3,0,0,40.33%,41.87%,65%,-0.718592,0.074915,-0.003214,0.037114,-0.053908,76.86%,23.14%,39.56%,15.3,14.1,14.7
PBI,Put,15.26,0,2026-11-20,200,11.00,-27.92%,0.4,0.65,0.53,0,0,52.31%,41.87%,65%,-0.143913,0.038334,-0.003216,0.02552,-0.013398,19.89%,80.11%,15.80%,10.6,10.35,10.47
PBI,Put,15.26,0,2026-11-20,200,20.00,+31.06%,4.5,5.7,5.1,0,0,39.53%,41.87%,65%,-0.782412,0.066908,-0.002617,0.032132,-0.055972,82.24%,17.76%,41.21%,15.5,14.3,14.9
PBI,Put,15.26,0,2026-11-20,200,10.00,-34.47%,0.25,0.7,0.48,0,0,60.13%,41.87%,65%,-0.116324,0.028768,-0.003209,0.022032,-0.011167,17.12%,82.88%,13.30%,9.75,9.3,9.52
PBI,Put,15.26,0,2026-11-20,200,21.00,+37.61%,5.2,6.7,5.95,0,0,38.66%,41.87%,65%,-0.842367,0.056341,-0.001982,0.025902,-0.051724,86.77%,13.23%,41.02%,15.8,14.3,15.05
PBI,Put,15.26,0,2026-11-20,200,9.00,-41.02%,0.15,0.8,0.48,0,0,70.84%,41.87%,65%,-0.098843,0.021715,-0.003376,0.019597,-0.009866,15.70%,84.30%,11.81%,8.85,8.2,8.52
PBI,Put,15.26,0,2026-11-20,200,22.00,+44.17%,6.1,8.3,7.2,0,0,51.26%,41.87%,65%,-0.780804,0.051708,-0.00346,0.032341,-0.063494,83.25%,16.75%,38.81%,15.9,13.7,14.8
PBI,Put,15.26,0,2026-11-20,200,8.00,-47.58%,0,0.75,0.38,0,0,76.76%,41.87%,65%,-0.075152,0.016328,-0.002992,0.015972,-0.0076,12.79%,87.21%,9.51%,8,7.25,7.62
PBI,Put,15.26,0,2026-11-20,200,23.00,+50.72%,7,9.3,8.15,0,0,53.55%,41.87%,65%,-0.804974,0.046259,-0.003348,0.029871,-0.059323,84.97%,15.03%,39.28%,16,13.7,14.85
PBI,Put,15.26,0,2026-11-20,200,7.00,-54.13%,0,0.75,0.38,0,0,89.51%,41.87%,65%,-0.06383,0.012348,-0.003085,0.014087,-0.006735,11.97%,88.03%,8.89%,7,6.25,6.62
PBI,Put,15.26,0,2026-11-20,200,24.00,+57.27%,8.1,10.2,9.15,0,0,57.17%,41.87%,65%,-0.811637,0.042428,-0.003486,0.029208,-0.061199,85.77%,14.23%,40.61%,15.9,13.8,14.85
PBI,Put,15.26,0,2026-11-20,200,6.00,-60.68%,0,0.75,0.38,0,0,104.36%,41.87%,65%,-0.053821,0.009263,-0.003153,0.012324,-0.005983,11.35%,88.65%,8.36%,6,5.25,5.62
PBI,Put,15.26,0,2026-11-20,200,25.00,+63.83%,8.9,11.2,10.05,0,0,56.97%,41.87%,65%,-0.838292,0.038778,-0.003044,0.026434,-0.063111,87.91%,12.09%,40.58%,16.1,13.8,14.95
PBI,Put,15.26,0,2026-11-20,200,5.00,-67.23%,0,0.75,0.38,0,0,122.26%,41.87%,65%,-0.044738,0.006822,-0.003193,0.010634,-0.005286,10.88%,89.12%,7.89%,5,4.25,4.62
PBI,Put,15.26,0,2026-11-20,200,4.00,-73.79%,0,0.75,0.38,0,0,144.89%,41.87%,65%,-0.036244,0.004852,-0.003194,0.008964,-0.004628,10.59%,89.41%,7.46%,4,3.25,3.62
PBI,Put,15.26,0,2026-11-20,200,3.00,-80.34%,0,0.75,0.38,0,0,175.65%,41.87%,65%,-0.027994,0.003234,-0.003132,0.007244,-0.003984,10.55%,89.45%,7.05%,3,2.25,2.62
PBI,Put,15.26,0,2026-11-20,200,2.00,-86.89%,0,0.75,0.38,0,0,223.38%,41.87%,65%,-0.019499,0.001876,-0.002941,0.005344,-0.003313,10.95%,89.05%,6.51%,2,1.25,1.62
PBI,Put,15.26,0,2026-11-20,200,1.00,-93.45%,0,0.95,0.48,0,0,361.37%,41.87%,65%,-0.009086,0.000601,-0.002453,0.002765,-0.002877,15.41%,84.59%,1.62%,1,0.05,0.52
PBI,Put,15.26,1.95,2027-01-15,256,15.00,-1.70%,1.7,2.15,1.92,1,47,43.17%,41.87%,65%,-0.397955,0.069979,-0.003768,0.048778,-0.046285,48.10%,51.90%,31.72%,13.3,12.85,13.08
PBI,Put,15.26,2.37,2027-01-15,256,16.00,+4.85%,2.2,2.7,2.45,0,4,41.77%,41.87%,65%,-0.472777,0.074744,-0.003692,0.050168,-0.053332,55.38%,44.62%,34.72%,13.8,13.3,13.55
PBI,Put,15.26,1.47,2027-01-15,256,14.00,-8.26%,1.25,1.65,1.45,0,4,43.12%,41.87%,65%,-0.326172,0.065405,-0.003567,0.045661,-0.038102,40.57%,59.43%,27.90%,12.75,12.35,12.55
PBI,Put,15.26,3,2027-01-15,256,17.00,+11.40%,2.4,3.4,2.9,0,20,38.00%,41.87%,65%,-0.560951,0.081619,-0.003224,0.049482,-0.060022,63.28%,36.72%,35.87%,14.6,13.6,14.1
PBI,Put,15.26,1.12,2027-01-15,256,13.00,-14.81%,1,1.25,1.13,0,4,45.42%,41.87%,65%,-0.260445,0.055896,-0.00343,0.041187,-0.030749,33.67%,66.33%,24.60%,12,11.75,11.87
PBI,Put,15.26,3.7,2027-01-15,256,18.00,+17.96%,3,5,4,0,21,46.19%,41.87%,65%,-0.583932,0.109829,-0.003886,0.048898,-0.065966,66.53%,33.47%,33.93%,15,13,14
PBI,Put,15.26,0.89,2027-01-15,256,12.00,-21.36%,0.7,1,0.85,0,414,47.63%,41.87%,65%,-0.202728,0.046304,-0.003158,0.03586,-0.024439,27.34%,72.66%,20.59%,11.3,11,11.15
PBI,Put,15.26,0,2027-01-15,256,19.00,+24.51%,3.9,5.1,4.5,0,0,40.94%,41.87%,65%,-0.676293,0.069426,-0.003036,0.044617,-0.067843,73.87%,26.13%,39.27%,15.1,13.9,14.5
PBI,Put,15.26,0,2027-01-15,256,11.00,-27.92%,0.5,0.8,0.65,0,0,50.69%,41.87%,65%,-0.155822,0.036857,-0.002873,0.030406,-0.018935,22.03%,77.97%,17.13%,10.5,10.2,10.35
PBI,Put,15.26,5.1,2027-01-15,256,20.00,+31.06%,4.6,6.5,5.55,0,2,46.78%,41.87%,65%,-0.686821,0.059895,-0.003425,0.043975,-0.072382,75.50%,24.50%,37.72%,15.4,13.5,14.45
PBI,Put,15.26,0.5,2027-01-15,256,10.00,-34.47%,0.35,0.5,0.43,0,1232,51.33%,41.87%,65%,-0.110088,0.028634,-0.002305,0.023945,-0.013329,16.28%,83.72%,13.51%,9.65,9.5,9.57
PBI,Put,15.26,0,2027-01-15,256,21.00,+37.61%,5.4,6.8,6.1,0,0,39.73%,41.87%,65%,-0.791339,0.057595,-0.002165,0.034998,-0.068358,83.14%,16.86%,41.44%,15.6,14.2,14.9
PBI,Put,15.26,0.25,2027-01-15,256,9.00,-41.02%,0.2,1.2,0.7,0,1,72.41%,41.87%,65%,-0.115873,0.021053,-0.00339,0.024834,-0.015497,19.20%,80.80%,13.42%,8.8,7.8,8.3
PBI,Put,15.26,0,2027-01-15,256,22.00,+44.17%,6.3,7.9,7.1,0,0,43.44%,41.87%,65%,-0.800564,0.05129,-0.002293,0.034038,-0.071635,84.27%,15.73%,41.40%,15.7,14.1,14.9
PBI,Put,15.26,0,2027-01-15,256,8.00,-47.58%,0,1.95,0.98,0,0,96.00%,41.87%,65%,-0.110598,0.015361,-0.004362,0.024024,-0.016587,21.09%,78.91%,12.49%,8,6.05,7.02
